key	dnsmos	duration
da0/0a88fc035b2b8	3.188381290223825	2.789375
da1/e91acaa3188c2	3.3436097932165323	5.714375
da2/0a0279ce48434	2.593274945863318	8.4044375
da3/ebd64ea44d798	2.9960402717166725	3.019625
da0/fc13fa027d18c	3.0990783872682206	20.432875
da1/11d2dd970959f	3.2561294044189917	4.8305
da2/eb779882bc647	2.7821559567195204	13.9293125
da3/0cf0420b2f901	3.1188473998835313	9.109875
da0/8bd5537a73752	3.2388073526508228	6.66825
da1/a5fe4f1ecc24c	3.3459029695227507	3.9335
da2/dbc60821e8ea6	3.3688658504240956	3.720125
da3/0acacb72e60cf	2.867876844213432	2.29075
da0/ca720589e23af	2.1942237002498297	8.923625
da1/d5435ba0f0074	2.851412273844362	3.371
da2/b6b74590f1616	2.919069056059646	1.8428125
da3/b337956dafc6d	1.5867783586845832	2.1365
da0/22711c69bda03	2.7886416658325324	5.372625
da1/ede32f0d710a9	3.1404311540531347	1.8988125
da2/76df07f2dff19	3.194221327663462	17.5863125
da3/68ed5e72a24d3	3.1601446663898063	4.78225
da0/0ce13992b7db8	3.337456621004779	7.8820625
da1/8c61d7277d3b3	2.7791927529591676	6.776375
da2/11ce534eb37f0	3.380071253546272	3.7491875
da3/8e82d75701e2e	2.906262028185645	4.345625
da0/2869f26575a69	2.8818108561404325	4.538625
da1/b2e35c7ed4f45	3.1713995937835473	9.282125
da2/e8f3fb0c5dcee	1.9966381104593178	5.1025
da3/a791bb34b8a31	3.0166489365970834	6.6211875
da0/1bf7f53f7cf57	2.65817636231324	2.856625
da1/fa1c2bbec5b5f	1.218481588264806	0.720125
da2/c9344bb571e23	3.117092104175075	5.667875
da3/568b9aae5b489	2.9962230454054493	1.3225
da0/0727b5532d368	2.7306141442482548	4.47175
da1/5d187a3ba05bc	1.952436488456907	1.393
da2/d388a065ebc02	2.217757662839685	2.4438125
da3/e9e3a454cb1e1	2.856618124613203	1.898625
da0/dcc4deaf24953	3.0530252732745558	9.9081875
da1/2ac1f3b28db92	3.055182431089472	22.2886875
da2/1c90ff70a9546	2.8931981564969274	3.4275
da3/5280a6e631a53	1.5354174430915686	0.7684375
da0/89f832871d978	2.9784696774341044	3.1390625
da1/63c36567c3b12	2.899834475032678	19.0086875
da2/f08cb7b4aa803	2.5455319935829013	2.67025
da3/1358dcef5b2b2	3.249536297215805	7.4325
da0/de902fbbd8432	2.3610517368153894	0.960875
da1/59502b3ed1a06	3.1279042203803833	6.39325
da2/6fe416f1a3d0f	3.2524378143323323	2.5943125
da3/59ce08e72652f	3.193098347229328	9.4516875
da0/86856db3d665a	2.651432006326991	1.851875
da1/3662c2fac377d	2.2628644176126587	2.493375
