key	dnsmos	duration
348/371fd774e2f52	2.9588841614776933	3.7683125
349/6b9b9dbb63d26	2.5768060952000513	1.545
34a/e6a4f62cc976b	2.4835856263324683	6.9585
34b/fa8d9a4bc0be9	3.064979716631639	4.2254375
348/f191a18170a4d	2.978398210065053	17.82975
349/d45489833f7be	1.4550232087552875	4.105125
34a/eb280767e0726	1.1209114140726875	4.4423125
34b/31ed014db16aa	3.361658547632261	7.561125
348/842fd7432880e	2.3910490575926633	2.3679375
349/53c966b9a4ab6	2.9757462321921686	1.84975
34a/e6564bce8360c	2.543391288003152	4.5469375
34b/5ab80c9562f05	2.5489940745538537	4.4209375
348/6949cc93c967c	2.2301525164143836	1.4925625
349/b246771a044e2	2.2227686749556006	0.994875
34a/690f4276550fe	2.6066691204664467	5.83575
34b/2842048145f09	2.206177336194335	1.3286875
348/d030887d0f0e1	3.451712977390377	17.9410625
349/7ae1b616729cd	2.620099960439451	3.5171875
34a/51a718d880c1b	3.4023222653787704	8.557
34b/52ffe42629d70	3.344115561920333	7.4021875
348/b520734ebd3a6	2.700165661274692	2.9808125
349/e3e2073d73f86	3.0776683521035544	3.2468125
34a/6360c29f256de	2.820141247029333	3.905375
34b/a4ba5c2aa2acb	3.2819400953180704	6.32975
348/2977041ba44e9	2.7386967294838174	4.3219375
349/e37f1c36dd752	2.4964625686759496	4.109625
34a/1b18e627c6113	2.92827106105803	0.91
34b/24ef4bea4234f	2.8258689493918077	2.1518125
348/57c81b695ed83	2.7808084474788415	7.735125
349/934cbcbefe94c	3.3708787266033036	17.8995
34a/68de027eb5646	1.9748722617344578	7.779
34b/1f668e3f84a36	3.0229840993957957	9.2708125
348/bae1165a0272f	2.932331127374237	4.867125
349/af7062817a7b1	2.664106259961944	5.89475
34a/1a4ae8cad0b09	2.790098931252867	3.750875
34b/d167fe457c840	1.526916931109652	4.2803125
348/3f01655a4b1f7	3.456064938877386	9.58425
349/194962e79baf6	3.4121934669374787	8.92775
34a/3b7cf85d3825a	3.088670184944622	2.6705
34b/3f577019d6133	3.4029655039124065	10.8806875
348/4e72d46ee300f	3.2066914937564386	16.4401875
349/fa7d69cb09011	2.9199220010658054	1.9941875
34a/edda22c5ba243	3.4431129432521437	8.51275
34b/e6ef3cf59feca	2.492205152939241	1.513375
348/4b29e25914d3d	2.888410568898083	5.93475
349/29dcb641323e4	2.999201337002396	9.1471875
34a/0bf873ea08d82	2.2828585751231674	6.069625
34b/029d1dea07245	2.3743024168606843	0.7683125
348/b0b9011705e91	2.535915811776172	6.494125
349/9a78710b1d6fa	2.2648866194835824	2.1716875
34a/79c9c8e1dfeac	2.5676093713838397	11.75225
34b/28daf0194a3bd	3.005404911378605	5.8619375
348/e7af03b9404fc	2.5642242842449896	6.7064375
349/0eec8aaeb0fe2	2.8730863692875452	8.6741875
34a/15cdb33fde715	2.8320951952281783	4.4901875
34b/1b946cfbcc350	2.6768579009280877	4.666625
348/a6bc40e588c46	3.139995209362826	4.52525
349/67605c8a8c8c2	3.340036692246767	12.151875
34a/ffc21028c67dc	2.815599975665944	6.608875
34b/6599c2e29bfce	2.5247951800528687	8.9294375
348/4417f7426e4c2	1.0834857332411651	2.5426875
349/15f7c28e5765f	3.1691496265075423	9.1236875
34a/4bc80e3a6b0a1	2.9370442991669647	4.5115
34b/d60d5a4fbbfb9	1.775814183685744	2.0955
348/3d78010dc709e	2.1486038372811076	1.580125
349/7b3f117b82bb4	3.319081133668186	3.194375
34a/93cfefd03531f	2.0903153374981343	6.335
34b/91c447d9597d6	3.219591381176389	10.6019375
348/3e09c1539e3e9	1.8978452360455056	1.0635625
349/bb580633ae1e9	3.329090819466194	1.9705625
34a/67e1d6f48e8e7	2.701047755744472	2.0719375
34b/0b988e0903ee8	3.3700459062205548	12.7855
348/1a686cc216274	3.394523508178277	10.5810625
349/8c48d7f919919	2.5724505853546673	6.07325
34a/9bc6b2cd6fa04	2.934146318595065	5.616125
34b/ffa84d2c2b303	2.688344227210996	6.188125
348/b684f4017c675	2.117474084781988	2.3223125
349/f790f99ffb4d5	3.308996968503218	14.3984375
34a/55de2f109896b	2.796586182898058	4.788125
34b/8c11f71306500	3.322638344882826	4.6913125
348/8f118d0dd941f	1.749520160632793	1.38425
349/f19c71c1fd63a	2.2649333684024735	26.456625
34a/8d93db4d695a8	2.8779137960048424	3.4051875
34b/9a88364a86a56	2.578671497317655	18.933625
348/e9c3a9cc442eb	1.1123192281619894	11.844
349/1604f6d77891f	2.984719634942228	6.79725
34a/d81818ebcea30	2.977723538696139	4.6018125
34b/98b6bfeb4cd9e	2.7710151434712276	2.16975
348/b475c89713eb3	2.8046398679553706	10.9439375
349/dc2577148beb1	2.815858365591533	10.529
34a/f4e36c7988735	1.5840612186652951	2.609875
34b/0d7d93eab60dd	1.935885462426131	2.5754375
348/3e2fd1da2e05b	3.157425951963258	4.3835625
349/26e9e175b9202	2.8582169458612547	3.8208125
34a/bd17adda979d1	2.8009472012004406	2.224625
34b/900ca25794e3a	2.2527842238764566	2.08075
348/c8002812f3bca	2.4019269513685146	8.5963125
349/19e5432cf3b7c	2.843837943067597	4.1794375
34a/dbcf0595adf0a	3.042019906894979	5.085875
34b/9a49279505a9a	2.130894945306958	1.5380625
348/e9a8261fc06c9	3.1753263955103126	2.6635
349/854dfdc7691a6	2.750745357954297	4.454
34a/f8ac65cfe673e	2.6838402768639535	6.0273125
34b/8261629b5cd7d	2.1439940444749723	1.822375
348/30e0846abf9ab	2.264042155721178	2.7396875
349/69b8b11db9897	1.7234130472826226	1.0573125
34a/35ca37813808e	2.1394968555764082	2.9093125
34b/f9dab5d3d8a09	3.0208379889664916	14.9940625
348/3a8a0cadbd10e	3.4592898803109478	10.0984375
349/674fb9207a8a0	2.905768676471508	1.2258125
34a/005121a4a8c85	3.0790574137458315	21.7065625
34b/576313e2c3357	2.4826081830375735	2.92575
348/53a80b1980cbb	3.2185135634106876	1.8493125
349/0b858969a9dcc	1.9620223523808589	3.9605
34a/e89957ae73995	2.6427527100906407	18.942
