key	dnsmos	duration
244/e4a1c6db1075b	2.8680020283744896	5.7675625
245/85cfdcd271641	3.02157107819471	15.3075625
246/c74a52b56ce4f	2.71448913943069	5.7680625
247/a9107a8912c80	3.2563606506465903	4.966125
244/62bf753adcc99	2.4882305165342853	1.996375
245/58af0c7864253	3.1173581088930877	3.47075
246/97e5cac2488cc	2.1278614387358306	1.9538125
247/5beec30da392e	3.160986360124551	14.7233125
244/94d7d3d12353f	3.1539004467375746	8.3689375
245/3b7da19b551c9	2.7505561641083456	5.5539375
246/e41a75c6ca8b0	2.5249158822214093	3.4925
247/abb2e8389b67b	3.4324163548298166	11.14825
244/fbe91d3acf915	2.5271463888882697	1.8255625
245/676e8d78a207e	1.743521749645474	1.729875
246/5977e513f11a3	2.8703174007988643	8.0048125
247/002158d13a3f7	3.046572966717065	4.6918125
244/ff95a219579c4	3.22560543659519	2.824375
245/a42739d41a525	2.7540941177192733	9.5683125
246/d146165cf4678	2.7530571318296566	2.8823125
247/18bc41a2e8f24	2.6012953149862326	7.162875
244/bb25213a2bcb9	3.2024758870955314	3.8293125
245/b45c595bec27f	3.2635238215564324	4.2775625
246/1bf7645a02d65	3.051306954923325	2.069875
247/154fe02d4eda9	1.8720099240108574	1.5355
244/2c602cc4c4daf	3.2102793473557343	2.225625
245/d9ffb7db8ed03	2.9201907716308804	9.6040625
246/26bcaec0bc77e	2.944954755581863	3.8794375
247/0281533cbfe65	3.4027722320298115	10.33275
244/51562b888f48c	2.804717326467933	2.8759375
245/a3b5141ae512e	3.274915595511311	8.35725
246/281e063c90ed6	3.4564145518912226	6.8290625
247/e2c113d4024ba	2.7541537475810403	2.2719375
244/7dcf9edbfce14	3.5133950992602823	14.327375
245/e60354a356e89	2.5407185437964523	4.34725
246/2ffa48366f428	2.6683075185241747	3.476875
247/8a9d09131c60a	3.117669344174907	5.082
244/60f3073712f8e	1.8292222260199946	1.635125
245/e89bbb1199b91	2.09555043614892	4.0276875
246/85cc657133fdb	2.651417311041857	3.0604375
247/2f2ce3410c9be	3.4685828690211378	19.184875
244/5d67a469bf0e4	1.5487201201687844	1.489625
245/af2262c3884dc	1.931710597188725	1.605375
246/a96e372d0a238	3.34540481797086	7.3133125
247/a104c00c05944	3.329027299640546	9.6155
244/f65301fd28b82	3.079216323747372	6.1210625
245/f8a5c62413fd1	2.92784068395669	3.7805
246/dca20ab7292c5	2.8619368262094125	4.8750625
247/d5ff6e0ea6d88	3.3830729390900203	6.6798125
244/6412b7f17672f	2.4016655463611793	7.6896875
245/112e806f7dc37	2.397648200223998	3.0728125
246/3441e8357e4b2	3.2554333477810853	6.7745625
247/9953eea8a0217	3.299775636711492	10.8580625
244/1790aaa0b601a	3.022585150340993	10.3445
245/678eac2d5de32	3.189411085048576	5.724625
246/69c55ccc62b19	2.2209412595969646	12.1773125
247/adf89e3580532	3.0871484260410615	18.7431875
244/cbe5d0532c246	2.7605423911165117	3.664
245/34af919f792ac	3.026880801543605	5.893
246/f9886de9a25c5	2.7555085331037614	7.1371875
247/eacf2bd5f17fc	3.511715986707481	6.2206875
244/1bfedc0d557ca	3.464313210871342	16.598125
245/309bbf97dfd94	3.3453456871451577	3.5664375
246/f803ab81d1711	2.78514407140569	4.6609375
247/11e6a5cc3661e	2.9153362766369395	9.2458125
244/638036f41b9f5	3.2195626116449034	4.815625
245/da00874cf4516	2.1421656632189525	7.2185
246/60b8906fed703	3.2626727772037363	9.6143125
247/df845ffb910a2	2.109645138333879	0.960875
244/7da751755d7a0	3.351011616934283	17.99475
245/1ac122c0f813c	1.4548084229909344	2.5125
246/d4b800567249f	3.5370657048068987	9.489375
247/7090c59e5a3d7	2.83937604280376	5.354625
