key	dnsmos	duration
ddc/09c2ad853d887	1.0839465106495811	2.4199375
ddd/e8da6f4a58c35	3.400436797198971	3.806625
dde/0a8ff1f2489ce	2.5593566443477545	3.123625
ddf/52904a30fc02e	2.2126652217034133	2.2786875
ddc/dbc530753f4c2	3.4607496398038013	9.5053125
ddd/5670625a9839a	3.264255834937952	10.152
dde/dc0610a65ee09	2.0978728486700846	2.6581875
ddf/1f042effde1e5	2.7918739223294926	5.89775
ddc/b6c9eec32b54d	2.6287480204537137	3.9213125
ddd/262cd7da0d651	3.0600222024055284	1.365875
dde/5662999bd5eee	3.018919623260595	4.61475
ddf/d30671fc44f2f	2.785778465510129	9.02825
ddc/75893fbaf12bc	3.1313693236451137	8.4426875
ddd/347874a19c93a	3.3734653338465956	4.6483125
dde/c678282e25a13	2.2123834729674527	1.5634375
ddf/f8b88aa17a8ab	2.7603371436296857	3.096375
ddc/85a77eec64b9a	3.43288135493164	7.4625
ddd/535d6bd619c06	3.0658948680427485	4.34975
dde/b3bb400508a3f	2.87213300146394	4.7950625
ddf/cd79bafd69f57	3.435086772961769	12.3073125
ddc/ff76debec57da	3.2034782140349654	5.5755
ddd/6624390eda5ff	3.3345001277570554	7.33075
dde/4f0206166e266	2.570471035438623	8.7834375
ddf/7faf74fea3c13	3.266630164834544	7.107125
ddc/ca727614515b4	2.7056769221026435	5.3890625
ddd/ee733ce12478a	3.0487655430423897	2.4116875
dde/a9a65ea06bdf9	2.9434195903546	13.021375
ddf/27bba455a03a4	3.4162513285324287	5.9581875
ddc/d821f622b885e	2.6306899036180256	9.869
ddd/4ee2a9f4a9f5f	2.8916627084763866	12.2503125
dde/bd451142bdd29	3.291544415747329	6.5404375
ddf/33b58d1e2129e	2.576010819349786	10.31725
ddc/10231fba3dcd4	2.5902221572723447	1.9039375
ddd/9778a9aef4374	3.363587513425404	11.233375
dde/6369d93d71cdb	3.3485834308962157	5.0338125
ddf/33e41acff3c83	3.296112833097016	4.8050625
ddc/10c3dd004516e	2.667673761855262	3.2020625
ddd/684055c0ebc8f	1.6929717004301406	3.1728125
dde/278b09c5edd9c	3.130840710773652	4.046875
ddf/249be503925ac	2.80439614808882	3.99325
ddc/66443e0d1cdbc	3.2212984086439787	8.4384375
ddd/b4dfb6d46fe7c	2.4075282770214503	7.6519375
dde/63b764858c19f	2.918215981816689	5.0145625
ddf/87d0090d92824	2.868409320661622	4.008625
ddc/51aa96830ef81	3.076685488430141	5.06575
ddd/cd831f85c2c15	3.1870518594292214	12.666625
dde/de048e4cc5129	2.975560946895629	2.7805
ddf/da0796e31badd	1.8788007530576114	1.3006875
ddc/01684f01650ae	3.179034893130493	8.743875
ddd/d3de27f11a906	2.7685328622560603	8.3611875
dde/5c18195f729d2	3.446022874629942	12.6256875
ddf/1541b783fd40d	2.1005456897140924	7.9620625
ddc/5130c8f8c68ac	2.7130009514007587	5.384375
ddd/cd6adfd653e70	2.868014952344827	1.8758125
dde/9764927bce6c6	2.7824041192710345	13.9745
ddf/944ad9271f22e	2.209439263516438	6.20375
ddc/d3d340ed9ce1c	2.300554472216972	1.1055625
ddd/cbdf32b6250a1	3.2088769776547608	9.0725625
dde/59b39e5383709	2.72937542231259	3.8475
ddf/6e1353bf231a8	2.2133007968778653	1.4173125
ddc/8b8f8a5a143e9	1.7221759473440326	1.6348125
ddd/9152c7dccb7af	3.3119242684660484	4.067
dde/f79e95205fca7	2.8589689321319307	15.9703125
ddf/bc259fd4555de	3.40073836644304	7.0151875
ddc/ce8521eb1d526	2.882760070187533	9.059125
ddd/21ee2b32c1f46	3.1058612693057173	4.0676875
dde/dc791a7837ddb	3.353065956754409	6.5399375
ddf/5db91c3b53905	3.1703837131439014	10.0461875
ddc/1c34e49268479	2.967301318984902	3.3518125
ddd/c06648f4fcdc1	2.989618658906453	1.9126875
dde/55741d9d6cca2	3.08458464131844	8.0370625
ddf/ea13140909129	2.7721142799325684	9.636375
ddc/d084cd9c50cd5	2.0678542427765656	1.76025
ddd/653a3fd181b72	2.5575312638644303	3.9393125
dde/9b2ece4caa4d5	2.6211728505256238	4.2199375
ddf/bc98db94ab48e	3.0641820707411966	9.8418125
ddc/619e163e53a0b	2.337815634026932	2.7233125
ddd/c6368be411a75	3.046121698898984	5.2225
dde/8d18d00c62039	2.174004272310458	2.3798125
ddf/6c86967a776a8	3.0956540572669704	5.9110625
ddc/87e423e97c925	2.1300637020643602	1.009125
ddd/772c5c2a422fb	3.1271017923636144	3.72375
dde/292167337c7c4	2.7293561292922064	3.053875
ddf/9d470b111a3b4	3.1559671257706	20.0985
ddc/f06826afd4e0e	3.1953376283693586	2.819375
ddd/d6a745bbd9fb3	2.9976068220519125	2.056625
dde/b335fc3cdd47c	3.3226861545818185	5.921875
ddf/649b6980530fe	1.8104624746794786	2.020125
ddc/bee6d0615a63b	3.2046554627935615	18.485
ddd/0712df4e4c333	2.041034799678862	1.249875
dde/440f78a315c70	2.1320149879088355	3.6824375
ddf/9e26be392aaf0	3.3305964543446906	7.0954375
ddc/e842f91063364	3.3280793047100454	9.295
ddd/647de1b675c3c	2.782874573975579	17.7344375
dde/5ca8416dff8d5	3.0283622539590462	9.9590625
ddf/acd0d5b35ef61	3.246173424246187	2.0975625
ddc/a75dfab51f79c	2.9358671829114056	2.6985625
ddd/e3a59c89b2a90	2.545678273356942	6.9658125
dde/596167666e752	1.4562854564440821	1.9671875
ddf/cd47befdf6307	3.4684799998526907	16.628875
ddc/68c7ea1c45b66	2.8044259422352162	11.5341875
ddd/0b1c3c263977c	3.4105641759755483	8.9549375
dde/d6b1c9838f613	2.5736369854871644	6.0635
ddf/8c84479dbdc30	3.030947651550867	8.8638125
ddc/675a3262e9c4c	2.8304194318181524	4.6129375
ddd/29f023e3592f9	2.815557189326459	2.90675
dde/c8ef08555f0f1	3.0463812790425666	6.3086875
ddf/77f9029838d86	2.8307115222310535	6.424375
ddc/5894eb43b3d27	2.7305685088463907	7.2215
ddd/afe0cd153b2f3	2.9770729871340267	3.3240625
dde/84cda523d79a0	2.031129019417323	1.3458125
ddf/8097ccb5f3939	1.1268499608566613	2.064375
ddc/11d5ab2d4f61f	2.996341281661844	8.593625
ddd/5ef15e04821aa	2.735834533059783	2.4193125
dde/ca585d851d46d	3.09754782853249	6.5033125
ddf/dc03360c4478e	2.73418083605603	11.3403125
ddc/1c35fde17e01a	3.0624599878494	5.8803125
ddd/b639384c66aa7	3.407682093295962	14.089125
dde/2df3178b52033	2.335004104819918	3.2195625
ddf/a4bafba1902ac	1.8798935182844556	8.085375
ddc/1aab7aeba103c	2.744780967580957	7.1355625
ddd/28f638c8bfc7b	2.3835875387670407	5.0254375
dde/d54df355f5d9e	2.7273029044060366	9.793125
ddf/f10dd0527d440	2.7501025482807884	6.5221875
ddc/2366c6de3bc4f	2.5886602192776236	1.223875
ddd/29c725c321433	3.060798626105543	1.4573125
dde/047b0d5f8b8e0	2.1833709619802484	6.878125
ddf/3f2fecef430e2	1.9930891860453972	2.253875
ddc/1c6b1f8221cc8	2.3188538202617774	1.15325
ddd/0915504ee10fa	3.437048276202451	12.5153125
dde/29275baedd520	3.213576759384376	11.2865625
ddf/f2754ebb28917	2.690174058614531	1.1053125
ddc/aa01d30205f98	3.175968053365742	15.2955625
ddd/9916334a8e8e6	3.141191660900022	5.5835
dde/2fadb7c477e30	2.5835595796998954	6.54625
ddf/f8bd4be83ba18	3.308506925564563	6.8271875
ddc/66f291ff1ba3e	1.788811557012224	3.8138125
ddd/30a8baa17b280	1.9288334921066954	1.0848125
dde/92f2242714d5e	1.102609890226784	5.11575
ddf/9df07aee1d3b9	2.630545648659743	6.4273125
ddc/9210a5a2100c2	3.284312469809214	16.2935
ddd/50023d8f77c50	2.1779165916909147	3.48225
dde/a10f3efb96021	2.2282713769005773	4.745625
ddf/17b994c5553e8	2.685260365298811	1.7895
ddc/b42a1bd95ef30	2.5260755837682702	3.1570625
ddd/5cbec833db462	2.3255699882247143	1.3014375
dde/6d8941b690740	3.278153755633627	4.8198125
ddf/6631f728574b5	2.9616098219942852	4.7388125
ddc/3dde970b28416	1.7272103603438584	2.6916875
ddd/19f67aab696fd	3.0419148811063095	8.2669375
dde/616e5691f6376	3.3829301698661567	7.1790625
ddf/3b391fdf91ea4	3.3584375888740468	17.3396875
ddc/e8933e607264d	3.104167271913409	6.269875
